gene_short_name	logFC	t	P.Value	adj.P.Val	B
Spata21	-3.7150622643	-29.5430929968	3.40678184220547E-05	3.40678184220547E-05	3.5991030068
Klf16	2.1906648525	29.1081867511	3.58107501517111E-05	3.58107501517111E-05	3.5522256985
Thra	-2.1073708319	-29.011093994	3.62155389995349E-05	3.62155389995349E-05	3.541613154
Dram1	1.2771933347	28.719749924	3.74663069900281E-05	3.74663069900281E-05	3.5094396795
Ppp1r3c	-2.0968172513	-27.8488054298	4.15551755386545E-05	4.15551755386545E-05	3.4102327743
Aldh3a1	-4.3878739021	-27.2405024714	0.000044759	0.000044759	3.3381369022
Efcab3	-4.2110603209	-26.1529359079	5.13300940872953E-05	5.13300940872953E-05	3.2031228014
Iba57	0.5152062943	25.4367724836	5.63511864722347E-05	5.63511864722347E-05	3.1096714987
Nrg1	0.5771865784	25.378266781	0.000056789	0.000056789	3.1018701919
Cyp4a1	3.9917206422	25.2038752353	5.81203179759258E-05	5.81203179759258E-05	3.078463108
Zfp354c	-1.9832209598	-24.6385301546	6.27241430638669E-05	6.27241430638669E-05	3.0009710468
Slc25a25	-2.4499559248	-24.4106092517	6.47135593555818E-05	6.47135593555818E-05	2.9690159225
Ptgr1	0.6576188014	23.8247725225	7.02157713383674E-05	7.02157713383674E-05	2.8849285714
Nceh1	2.5765803502	22.5239062751	8.47846577277965E-05	8.47846577277965E-05	2.6875756152
Rita1	1.184651378	22.3706366655	8.67503865525289E-05	8.67503865525289E-05	2.663302535
Hes6	1.2310860852	21.7486714734	9.53607238597155E-05	9.53607238597155E-05	2.56246359
Insig2	-2.2980533352	-21.709032017	9.59462660117372E-05	9.59462660117372E-05	2.5559066478
Rhbdl2	-3.4569533458	-21.5180732618	9.8833210126021E-05	9.8833210126021E-05	2.5240952526
Hspb2	1.4424057787	21.0769773253	0.0001059447	0.0001059447	2.4491675187
Zfp93	1.3436339604	20.6642634463	0.0001132099	0.0001132099	2.3771755028
Aldh1a1	1.6323771678	20.618780169	0.0001140496	0.0001140496	2.3691270748
Bend6	-3.2889104428	-20.4863753696	0.0001165402	0.0001165402	2.3455658297
Hars	0.9364408813	20.035586884	0.0001255662	0.0001255662	2.2638497052
Tom1l2	0.6493349181	20.0012448202	0.0001262903	0.0001262903	2.2575275864
Tagln2	0.3099669942	19.890384225	0.0001286653	0.0001286653	2.2370237118
Scg3	3.4120274895	19.7770326961	0.0001311536	0.0001311536	2.2159075159
Faah	-0.297467022	-19.6749623909	0.0001334479	0.0001334479	2.1967603742
Lhx9	3.6838151887	19.4512898815	0.0001386601	0.0001386601	2.1543569274
Atp6v1f	0.3259595281	18.8674070744	0.0001535653	0.0001535653	2.0406993211
Fads2	1.9117796395	18.5915968465	0.0001613285	0.0001613285	1.9854659921
Oscar	1.7546702174	18.4978122132	0.0001640836	0.0001640836	1.9664519123
Ndufaf1	0.2524457055	18.3778193331	0.0001676981	0.0001676981	1.9419491409
Pld1	-0.8324660807	-17.7928023922	0.0001868755	0.0001868755	1.8195941227
Catsper2	0.8764942354	17.7338998032	0.0001889604	0.0001889604	1.8070017111
Neil2	3.4326601756	17.586896735	0.0001942968	0.0001942968	1.7753509674
Anapc2	0.5078976238	17.5197422852	0.0001967994	0.0001967994	1.7607847768
Hsdl2	1.8287084577	17.3612432225	0.0002028737	0.0002028737	1.7261348486
Ifngr2	0.4536950348	17.1291051951	0.0002122153	0.0002122153	1.6746893674
Pou4f2	7.7193770594	16.5450105253	0.0002383108	0.0002383108	1.5414494299
Pcdh18	-1.6049089434	-16.5383903147	0.0002386297	0.0002386297	1.5399072012
Ppic	-0.4227471987	-16.452212054	0.000242832	0.000242832	1.5197641009
Dffa	0.6860434496	16.0253023767	0.0002651222	0.0002651222	1.4181021817
Dyrk2	-0.5909979846	-16.0241387149	0.0002651865	0.0002651865	1.4178207221
Cml2	-0.8137490709	-15.3426312204	0.0003065864	0.0003065864	1.2487415351
Myo1c	0.8402472808	15.3348351313	0.0003071067	0.0003071067	1.2467570541
Cdkl2	2.6733538689	15.2817396135	0.0003106808	0.0003106808	1.2332105311
Ier2	-1.1262272618	-15.2370936727	0.0003137278	0.0003137278	1.2217775693
Crispld1	-5.1762788464	-15.1907264089	0.0003169334	0.0003169334	1.2098627452
Tgds	0.4832017937	14.901812154	0.0003378917	0.0003378917	1.1346644518
Aldh3a2	0.7150117041	14.8504090903	0.0003418066	0.0003418066	1.1211097707
Pank1	1.2810612699	14.8222923561	0.0003439728	0.0003439728	1.1136727827
Tex36	3.4309237904	14.8044843767	0.000345354	0.000345354	1.1089541384
Tmem14c	1.1655473317	14.7389990532	0.0003504951	0.0003504951	1.0915462251
Pon3	-0.69002251	-14.5921064021	0.0003623921	0.0003623921	1.0521743519
Acsl1	0.8802077992	14.5038116611	0.0003697951	0.0003697951	1.0282905425
H2afv	-1.8938776867	-14.385204826	0.0003800502	0.0003800502	0.9959458215
Pdk4	2.651949842	14.3658214688	0.000381761	0.000381761	0.9906311078
Clock	-0.4701505531	-14.3616373091	0.0003821316	0.0003821316	0.989482788
Slc16a2	-0.8692331267	-14.323802858	0.0003855038	0.0003855038	0.9790820848
Afg3l1	0.3800354704	14.1973348444	0.0003970589	0.0003970589	0.9440889741
Hsd17b4	0.5532461758	14.0533414505	0.0004107662	0.0004107662	0.9038156025
Esr1	-2.1868872733	-14.0331832282	0.0004127337	0.0004127337	0.8981404869
Abcc3	3.3007845573	13.9245760724	0.000423546	0.000423546	0.867405907
Dmrta1	8.147716067	13.8859886347	0.0004274756	0.0004274756	0.8564212396
Dlx3	-6.0236975624	-13.806844098	0.0004356839	0.0004356839	0.8337837442
Emg1	-2.582973384	-13.8003331538	0.0004363682	0.0004363682	0.8319149703
Trmt1l	0.4228471997	13.7779353874	0.0004387329	0.0004387329	0.8254788109
Ppp1ca	0.2370695404	13.7466140058	0.0004420675	0.0004420675	0.816458734
Man1a2	-0.735258866	-13.7285315035	0.0004440075	0.0004440075	0.8112407839
Kdm8	0.8241405464	13.6511702672	0.0004524328	0.0004524328	0.7888301603
Fcrl2	4.281216006	13.4355694126	0.0004770295	0.0004770295	0.7256186977
Cox7a2l	0.22884422	13.3926490159	0.0004821308	0.0004821308	0.7129004507
Gnai1	1.117537026	13.348579173	0.0004874423	0.0004874423	0.6997944885
Acox1	1.9986259377	13.3303349486	0.0004896633	0.0004896633	0.6943547891
Rdh14	0.4956467063	13.1971469971	0.0005062797	0.0005062797	0.6543922391
Qtrt1	1.0831702447	13.1627595929	0.0005106878	0.0005106878	0.6440020445
Acat1	0.869949939	12.9537013792	0.0005385817	0.0005385817	0.5801845198
Coa5	0.3758804351	12.893041703	0.0005470419	0.0005470419	0.5614554247
Etv6	-1.6336845151	-12.8219901428	0.0005571711	0.0005571711	0.5393945811
Slc25a42	0.9117570599	12.7785663432	0.0005634811	0.0005634811	0.5258459312
Pgr	4.8506926437	12.6906785959	0.0005765373	0.0005765373	0.4982694904
Faxc	-5.215857378	-12.6762907833	0.0005787118	0.0005787118	0.4937351942
Morc1	4.8421939089	12.667667658	0.0005800201	0.0005800201	0.4910149395
Apcs	-1.2621651276	-12.6187294382	0.0005875178	0.0005875178	0.4755385446
Igfbp7	-0.3369495411	-12.5182013068	0.0006033166	0.0006033166	0.4435412187
Uqcrc2	0.2268851111	12.4888941967	0.0006080254	0.0006080254	0.4341603918
Pls3	-0.137771884	-12.3959864704	0.0006232704	0.0006232704	0.40426319
Cops4	0.2369257794	12.3630772058	0.0006287886	0.0006287886	0.3936148869
Maoa	0.3766910864	12.2970930507	0.0006400442	0.0006400442	0.3721719906
Acadvl	0.6203539993	12.2336236086	0.0006511174	0.0006511174	0.3514286609
Pm20d1	-0.5010295532	-12.1525723406	0.0006656203	0.0006656203	0.3247697344
Sdf2l1	-1.0314505032	-12.0047473565	0.0006931628	0.0006931628	0.2756515245
Srms	-3.0896707322	-11.9831581153	0.0006973076	0.0006973076	0.2684236768
Coro2a	4.268118576	11.9480106529	0.000704124	0.000704124	0.2566267579
Klf12	-0.8388706539	-11.9224030824	0.0007091445	0.0007091445	0.2480083741
P2rx6	2.6888790087	11.8942714061	0.0007147132	0.0007147132	0.2385176084
Polr3gl	0.9235931641	11.8617127607	0.000721229	0.000721229	0.2275032862
Sec61b	-0.1667440375	-11.8450127356	0.0007246008	0.0007246008	0.2218412536
Rbbp8	0.5301947068	11.7977177095	0.0007342609	0.0007342609	0.2057597858
Npr3	-1.3005112478	-11.7299792663	0.0007483882	0.0007483882	0.1826067956
Tram1	-0.5690153479	-11.7247623574	0.0007494907	0.0007494907	0.1808177473
Slc18a2	-0.923170227	-11.7178158592	0.000750962	0.000750962	0.1784342491
Acaa2	1.5559968606	11.7103843825	0.0007525401	0.0007525401	0.1758826766
Nif3l1	0.8166888535	11.6986709602	0.0007550363	0.0007550363	0.1718574084
Pex19	0.7865903774	11.6740346862	0.0007603212	0.0007603212	0.1633772326
Ugcg	1.4531003696	11.6199625335	0.0007720893	0.0007720893	0.1446978288
Kpna2	-0.8330444236	-11.575121261	0.0007820271	0.0007820271	0.1291370439
Cmpk1	-0.4662653627	-11.5688089423	0.0007834393	0.0007834393	0.1269414083
Ift52	0.5162430632	11.4287119788	0.0008156463	0.0008156463	0.0778813095
Zfp455	0.6209235795	11.4066479397	0.0008208733	0.0008208733	0.0700967659
Erp44	-0.3450986905	-11.3120130395	0.0008437892	0.0008437892	0.0365266235
Slc25a1	0.5945066278	11.2541327806	0.0008582127	0.0008582127	0.0158482158
Dnajc3	-0.6504036692	-11.2411448739	0.0008614928	0.0008614928	0.0111927399
Asah2	0.842549187	11.2365908824	0.0008626468	0.0008626468	0.0095590342
Tmem120b	1.6115463555	11.1657245405	0.0008808634	0.0008808634	-0.0159538149
Aco1	0.8933427885	11.1602642085	0.0008822875	0.0008822875	-0.0179266686
Serpind1	-0.5083553832	-11.128574396	0.0008906115	0.0008906115	-0.0293964614
Apoa4	-4.1714837082	-11.111124449	0.0008952384	0.0008952384	-0.0357269356
Dpp6	-1.8343205932	-11.0934533995	0.0008999555	0.0008999555	-0.0421482621
Tmem47	-0.5432530375	-11.0440484835	0.0009133149	0.0009133149	-0.0601581517
Caprin1	0.5405206142	11.0286654489	0.0009175267	0.0009175267	-0.0657830676
Bub1	-1.1245842927	-11.0049072467	0.000924081	0.000924081	-0.0744865852
Ceacam10	-0.6490281262	-10.9931091107	0.0009273582	0.0009273582	-0.0788159941
Ctps2	1.1995593149	10.982966274	0.0009301876	0.0009301876	-0.0825418672
Steap2	1.3052704828	10.9300416439	0.0009451334	0.0009451334	-0.102041764
Clk1	0.6267287447	10.9220482814	0.0009474176	0.0009474176	-0.1049954642
Lrrc10b	3.4156179603	10.8825988425	0.0009587953	0.0009587953	-0.1196059172
Gzmb	-0.6901798662	-10.8620759599	0.0009647841	0.0009647841	-0.1272286183
RGD1312005	4.1745558714	10.8550765268	0.0009668377	0.0009668377	-0.1298318141
Acot7	0.8936917476	10.8147362732	0.0009787834	0.0009787834	-0.1448691466
RGD1565784	0.2635527088	10.8124909188	0.0009794539	0.0009794539	-0.1457078463
Cd276	1.3697777916	10.7410301441	0.0010011056	0.0010011056	-0.1724954549
Nampt	0.7992984624	10.7242196398	0.0010062884	0.0010062884	-0.1788239245
Sdk2	-1.1396388447	-10.7067019488	0.0010117261	0.0010117261	-0.1854295958
Cpt2	1.2695603087	10.6667115971	0.0010242823	0.0010242823	-0.200551529
ERCC-00051	0.7372873982	10.6239968854	0.0010379167	0.0010379167	-0.2167687424
Ahcyl2	0.4148000489	10.5973632881	0.0010465366	0.0010465366	-0.2269147816
Lgals2	3.1750808437	10.5715695044	0.0010549729	0.0010549729	-0.2367660932
Zmiz2	-0.6914317838	-10.5675664238	0.00105629	0.00105629	-0.2382972026
Snapin	0.2666516027	10.5619383387	0.0010581454	0.0010581454	-0.2404508633
Ppp1r21	-0.3354171875	-10.5502512425	0.0010620117	0.0010620117	-0.2449268788
Pde1b	4.0593733407	10.5412982592	0.0010649858	0.0010649858	-0.2483592322
Colq	5.4545329512	10.5405721624	0.0010652275	0.0010652275	-0.248637732
Mpc1	-0.8121238172	-10.5229416807	0.0010711173	0.0010711173	-0.2554061266
Ptk6	-2.7019941245	-10.5139893569	0.0010741241	0.0010741241	-0.258847438
Kif18a	-1.3713031455	-10.4444747042	0.0010978462	0.0010978462	-0.2856725757
Impa2	1.0507775178	10.421730331	0.0011057542	0.0011057542	-0.29448945
Cyp1a2	-1.4715187361	-10.4166513127	0.0011075302	0.0011075302	-0.2964610443
Terc	-1.6485246779	-10.391980702	0.001116209	0.001116209	-0.3060518946
Krt23	5.0870212637	10.3883609584	0.0011174898	0.0011174898	-0.3074610644
Crebl2	0.5197130908	10.3872623849	0.0011178789	0.0011178789	-0.3078888401
Nr2c2ap	0.3695127855	10.3808359277	0.0011201584	0.0011201584	-0.310392185
Gla	0.26037544	10.377549973	0.0011213263	0.0011213263	-0.3116728034
Ahdc1	-0.980411697	-10.3708425157	0.0011237151	0.0011237151	-0.3142881627
Nt5dc3	0.9604385713	10.3677330607	0.0011248247	0.0011248247	-0.3155011862
Arl8a	0.6629052131	10.3295759019	0.0011385571	0.0011385571	-0.3304171521
Chaf1b	-1.8275371458	-10.3293879398	0.0011386253	0.0011386253	-0.3304907683
Vps37c	0.5287934727	10.3239529893	0.001140599	0.001140599	-0.3326199863
Cpeb1	-4.4031989005	-10.3152839802	0.0011437562	0.0011437562	-0.3360185775
Acbd4	-0.650618884	-10.281384625	0.0011562111	0.0011562111	-0.3493366835
Zfp691	0.8874403624	10.2739954638	0.001158949	0.001158949	-0.3522456631
Ndufs2	0.2161930552	10.2738701952	0.0011589955	0.0011589955	-0.3522949975
Rnf186	5.4572765736	10.2574736032	0.0011651014	0.0011651014	-0.3587577975
Fkbpl	1.0726805875	10.2452281548	0.0011696885	0.0011696885	-0.3635913207
Cdca8	-0.548783428	-10.2219532653	0.0011784715	0.0011784715	-0.3727947388
Slc35d2	1.3265663347	10.2075380013	0.0011839538	0.0011839538	-0.3785056385
Pef1	0.5637085377	10.1684799398	0.0011989744	0.0011989744	-0.3940208964
Sbds	0.6921130128	10.1683077759	0.0011990411	0.0011990411	-0.3940894211
Smtn	-0.7125193864	-10.1671933543	0.0011994733	0.0011994733	-0.3945330116
Flna	-0.3443021713	-10.1568945636	0.0012034769	0.0012034769	-0.3986347555
Per3	3.4966291145	10.1169328124	0.0012191759	0.0012191759	-0.4145908731
Slc25a20	0.9784715069	10.0955981083	0.0012276653	0.0012276653	-0.4231358935
Ech1	2.4497163111	10.0803892179	0.0012337637	0.0012337637	-0.4292386587
Mir145	-1.942291232	-10.059140919	0.0012423493	0.0012423493	-0.4377805737
Metap1d	0.7582250185	9.9908566762	0.0012704667	0.0012704667	-0.4653562776
Nnmt	0.7375063687	9.9359816907	0.0012936592	0.0012936592	-0.4876563025
Tnni3	1.8212885991	9.934302421	0.0012943775	0.0012943775	-0.488340696
Fus	0.2539040333	9.9228941771	0.0012992709	0.0012992709	-0.4929932908
Mbl2	-1.0207973554	-9.9003635339	0.0013090054	0.0013090054	-0.5021978964
Tyro3	0.6193210256	9.8898741355	0.0013135694	0.0013135694	-0.5064904679
Zbed5	0.4205138069	9.8580717601	0.0013275328	0.0013275328	-0.519533246
Eif2b1	0.559474725	9.8028025614	0.0013522579	0.0013522579	-0.5423020937
Hmgcl	0.7892220884	9.7725871628	0.0013660259	0.0013660259	-0.5548047624
Pex14	0.4110573971	9.772124517	0.0013662381	0.0013662381	-0.5549965021
Sox17	0.4349244508	9.7698018715	0.0013673042	0.0013673042	-0.5559592424
Ccdc25	0.3209399581	9.7515491242	0.0013757189	0.0013757189	-0.5635331064
Hadhb	1.3048327786	9.7507026733	0.0013761108	0.0013761108	-0.5638846838
Agtr1a	-1.204111375	-9.7189396134	0.0013909192	0.0013909192	-0.5770999753
Eif2b4	0.1951878898	9.7163088553	0.0013921548	0.0013921548	-0.5781964815
Axin1	-0.4200786343	-9.7133395653	0.0013935512	0.0013935512	-0.5794344489
Gpx4	0.5724847132	9.6931044664	0.0014031155	0.0014031155	-0.5878811347
Ywhaq	0.5198027758	9.6790353648	0.0014098152	0.0014098152	-0.593764464
Cox7a2	0.3221330186	9.6777062198	0.0014104503	0.0014104503	-0.5943207238
Col14a1	-0.693265336	-9.6740902783	0.0014121799	0.0014121799	-0.5958344199
Gpd1	1.3640483919	9.6671503954	0.001415507	0.001415507	-0.598741176
Thnsl1	1.3128755651	9.6494239769	0.0014240514	0.0014240514	-0.6061754173
Slc38a8	-3.2739293361	-9.6225166768	0.0014371484	0.0014371484	-0.6174863642
Scd1	3.4631790217	9.581113248	0.0014576059	0.0014576059	-0.6349533992
Cbll1	0.2855189593	9.5488778618	0.0014737937	0.0014737937	-0.6486053547
Prkcdbp	0.8880094166	9.5361733745	0.0014802372	0.0014802372	-0.6539985476
Ndufa10	0.2684470206	9.5347271983	0.0014809729	0.0014809729	-0.6546129229
Psma2	0.3145618669	9.5286202042	0.0014840852	0.0014840852	-0.6572083746
Eci1	3.0126388251	9.5160656885	0.0014905097	0.0014905097	-0.6625492547
Mreg	-1.0488074266	-9.5074192003	0.0014949551	0.0014949551	-0.6662317184
Abhd6	1.0440074615	9.4930651002	0.0015023729	0.0015023729	-0.6723524359
Esrp2	0.3285190089	9.4578200353	0.0015207885	0.0015207885	-0.6874207369
Pdia3	-0.5800255208	-9.4518794422	0.001523921	0.001523921	-0.6899660604
Fis1	-0.3162954668	-9.4504496505	0.0015246762	0.0015246762	-0.6905789125
Arl6ip4	0.3911535989	9.4389152843	0.0015307861	0.0015307861	-0.6955262935
P2rx4	0.8074532182	9.3994090884	0.0015519531	0.0015519531	-0.7125175176
Lrrtm3	3.0203269291	9.3888416055	0.0015576789	0.0015576789	-0.7170746091
Adgrg2	3.2221877894	9.3745022595	0.0015654919	0.0015654919	-0.7232664816
Tmem120a	0.7359878676	9.3618449449	0.0015724304	0.0015724304	-0.7287399126
Aco2	0.951600074	9.34948502	0.0015792441	0.0015792441	-0.7340918872
Aqp7	2.2524377405	9.3460018013	0.0015811712	0.0015811712	-0.735601434
Mafk	0.9299809495	9.31835296	0.0015965756	0.0015965756	-0.7476037818
Prelid2	0.5816992346	9.3175610253	0.0015970197	0.0015970197	-0.7479480839
Nol12	0.6363250259	9.290281268	0.0016124138	0.0016124138	-0.7598261211
Stat5b	-0.787624878	-9.2873236995	0.0016140943	0.0016140943	-0.7611159838
Mlycd	0.5536019313	9.2863984064	0.0016146205	0.0016146205	-0.7615196092
Atxn10	0.4660568657	9.2691431215	0.0016244738	0.0016244738	-0.7690539561
Manf	-0.3625886604	-9.2686245945	0.0016247711	0.0016247711	-0.7692805821
Thrsp	2.2446970109	9.2659194083	0.0016263232	0.0016263232	-0.7704631084
Abhd2	-1.7921402772	-9.2563752126	0.0016318145	0.0016318145	-0.7746379424
Miip	0.4283429829	9.2345059787	0.0016444874	0.0016444874	-0.7842202069
Scnn1a	1.5134199526	9.2159707888	0.0016553276	0.0016553276	-0.7923593314
Hook2	1.3634086997	9.1986362158	0.001665549	0.001665549	-0.7999860016
Arglu1	-0.1579796717	-9.1917964871	0.0016696044	0.0016696044	-0.802999203
Bard1	-0.474308543	-9.1832883086	0.0016746668	0.0016746668	-0.8067505436
Pon1	-0.6632159008	-9.1630867584	0.0016867662	0.0016867662	-0.8156714684
Lrig2	-0.3661716335	-9.160374375	0.0016883993	0.0016883993	-0.8168707343
Tmem189	0.2464768102	9.1321123082	0.0017055372	0.0017055372	-0.8293876845
Vrk1	-0.320948027	-9.1136447896	0.0017168568	0.0017168568	-0.8375875326
Pnrc1	-1.4313566726	-9.0841229072	0.0017351537	0.0017351537	-0.8507299773
Vnn1	2.8600206732	9.0759291466	0.0017402765	0.0017402765	-0.8543851536
Slc16a12	0.4020582551	9.070344412	0.0017437792	0.0017437792	-0.856878337
Map1lc3a	0.7550847671	9.0537783522	0.0017542229	0.0017542229	-0.8642828503
Sqstm1	0.6464968697	9.0524481296	0.0017550649	0.0017550649	-0.8648780002
Gna11	0.5396788431	9.0284745432	0.0017703309	0.0017703309	-0.8756187997
Tctn1	0.6910545686	9.0100256911	0.0017821952	0.0017821952	-0.8839036047
Slc33a1	-0.364430083	-9.0052622917	0.0017852751	0.0017852751	-0.8860454241
Psmb7	0.6494181422	9.002939725	0.0017867793	0.0017867793	-0.8870901515
Parvb	2.4193445779	8.9992250599	0.0017891885	0.0017891885	-0.8887616208
Trim3	0.4597254817	8.9664048705	0.0018106571	0.0018106571	-0.9035592509
Prickle3	0.421968518	8.9631163231	0.0018128264	0.0018128264	-0.9050449053
Dnajc2	0.4803311596	8.960452086	0.0018145864	0.0018145864	-0.9062489121
Ehhadh	4.2556582377	8.9572088653	0.0018167318	0.0018167318	-0.907715047
Acsm4	-3.0880329119	-8.9548718339	0.0018182798	0.0018182798	-0.9087718535
Cdh20	-4.6113269931	-8.9545095916	0.0018185199	0.0018185199	-0.908935684
Pdzd4	4.7000346557	8.9280210724	0.0018361872	0.0018361872	-0.9209333443
Syf2	0.3592998411	8.914730217	0.0018451352	0.0018451352	-0.9269665142
Cnep1r1	-0.8535873239	-8.8909018215	0.0018613184	0.0018613184	-0.9378052612
Aig1	3.3699386827	8.885504937	0.001865009	0.001865009	-0.9402641
Sdc2	-0.443109125	-8.8606337324	0.0018821393	0.0018821393	-0.9516145416
Ormdl3	-0.2985519332	-8.8502090684	0.0018893795	0.0018893795	-0.9563813618
Adamts9	-0.8964032695	-8.8413536803	0.001895558	0.001895558	-0.96043495
Me1	3.122060535	8.8360789795	0.0018992506	0.0018992506	-0.9628513627
Kctd6	-0.7644111895	-8.8295346198	0.0019038449	0.0019038449	-0.9658513958
Tnip1	0.3508384244	8.826581708	0.0019059226	0.0019059226	-0.9672057708
Tefm	0.4995341053	8.8229249155	0.0019084996	0.0019084996	-0.9688836034
Vax2	1.9309756353	8.7970666263	0.0019268506	0.0019268506	-0.9807676027
Nek8	1.3187767795	8.7880685056	0.0019332896	0.0019332896	-0.9849110234
Creb3l3	0.6492043998	8.7827290796	0.0019371235	0.0019371235	-0.9873716716
Decr2	1.0701160118	8.7801587862	0.0019389726	0.0019389726	-0.9885567023
C2cd2	-0.5560627526	-8.7781900408	0.0019403904	0.0019403904	-0.9894646203
Acot4	1.7242196249	8.76083991	0.0019529434	0.0019529434	-0.9974745568
Zfp61	0.5798562734	8.7507560985	0.0019602871	0.0019602871	-1.0021370455
Etfa	0.4859229279	8.7416557286	0.0019669452	0.0019669452	-1.0063493414
Tmem255a	-4.5010013097	-8.7402155174	0.0019680015	0.0019680015	-1.007016367
Hint3	0.3542336353	8.7305727296	0.0019750931	0.0019750931	-1.0114851469
Ndufs1	0.3895202704	8.7281802706	0.0019768576	0.0019768576	-1.0125946387
Prmt7	0.581450555	8.7258122855	0.0019786061	0.0019786061	-1.0136930742
Prpf4	0.2628165931	8.721898053	0.0019815007	0.0019815007	-1.0155094069
Abcd3	1.7220582074	8.7200935986	0.001982837	0.001982837	-1.016347002
Mettl7b	1.1576105825	8.7054680353	0.0019937104	0.0019937104	-1.0231421943
Acad11	0.8898327258	8.6596643151	0.0020282633	0.0020282633	-1.0444956047
Ntmt1	0.786291537	8.6533795796	0.0020330642	0.0020330642	-1.0474341229
Cidea	3.0431755124	8.6364277221	0.0020460867	0.0020460867	-1.0553706177
Tsen15	0.5328408079	8.5984624385	0.0020756432	0.0020756432	-1.0732004697
LOC100302372	-0.8313345607	-8.5967169313	0.0020770153	0.0020770153	-1.0740220683
Ccdc64	2.6556890476	8.5875912163	0.0020842076	0.0020842076	-1.0783201317
Adtrp	0.5696614844	8.5473471844	0.00211631	0.00211631	-1.097327677
Man2b2	0.4859428284	8.53563356	0.0021257732	0.0021257732	-1.1028764861
Elovl6	3.6608436877	8.5232585736	0.0021358298	0.0021358298	-1.1087466426
Pdk2	0.7480490069	8.5201840005	0.0021383378	0.0021383378	-1.1102063728
Pvrl2	-0.0918623872	-8.5179564079	0.0021401573	0.0021401573	-1.111264298
Adpgk	0.3612198077	8.4855424604	0.0021668596	0.0021668596	-1.1266887984
Pcp4l1	-2.7287609842	-8.4565635028	0.0021910958	0.0021910958	-1.1405272722
Acsl4	0.9543731687	8.4491464417	0.0021973548	0.0021973548	-1.1440765801
Mrps10	0.6265693686	8.4467968804	0.0021993424	0.0021993424	-1.1452015531
Atg12	0.4689590066	8.4158900033	0.0022257034	0.0022257034	-1.1600281295
Sugct	1.6671315007	8.394257509	0.002244396	0.002244396	-1.1704370523
Kif11	-0.5017066016	-8.3622397781	0.0022724344	0.0022724344	-1.185890819
Aqp8	-0.5119529369	-8.3563334158	0.0022776558	0.0022776558	-1.1887478542
Cox8a	0.4270807755	8.3157003942	0.0023139974	0.0023139974	-1.2084560015
Ppard	-2.7141044772	-8.3118697682	0.0023174618	0.0023174618	-1.2103187584
Fbp2	4.3278388299	8.3006531742	0.0023276443	0.0023276443	-1.2157779344
Dnajc16	-1.2971105081	-8.2676235767	0.0023579647	0.0023579647	-1.2318950572
Dbp	4.6225135277	8.2665279776	0.0023589791	0.0023589791	-1.2324307291
Serpinf2	-0.5016631939	-8.2583940132	0.0023665278	0.0023665278	-1.2364098148
