gene_short_name	logFC	t	P.Value	adj.P.Val	B
Cyp4a1	4.033730746	31.1803578256	2.93262737713287E-05	2.93262737713287E-05	3.3208675938
Aldh1a1	1.703698648	30.8780373848	3.03000680733036E-05	3.03000680733036E-05	3.2804519748
Sik1	-1.4816635207	-30.4714875777	3.16767558207523E-05	3.16767558207523E-05	3.2254215474
Aldh3a1	-4.3679123314	-29.9872590778	3.34242475280668E-05	3.34242475280668E-05	3.1588317542
Aig1	3.282400596	29.705213244	3.44999432470183E-05	3.44999432470183E-05	3.1195089845
Eif2b4	0.2248385975	29.1184649659	3.6885672875377E-05	3.6885672875377E-05	3.0364018624
Efcab3	-4.1907641065	-28.7757423535	3.8378670586024E-05	3.8378670586024E-05	2.9870227629
Lmx1b	1.2223143422	28.4698071491	3.97782411095027E-05	3.97782411095027E-05	2.9424089524
Rtn4r	-4.0673030389	-27.9315320825	4.24055083315706E-05	4.24055083315706E-05	2.8626555387
Ppp1r3c	-2.0816884602	-27.4303210177	4.50576443782897E-05	4.50576443782897E-05	2.7869066046
Nceh1	2.6464050801	26.6444672435	4.96654897259443E-05	4.96654897259443E-05	2.6651274677
Rnf25	0.5211536401	26.2523302801	0.000052194	0.000052194	2.6029292925
Eif2b1	0.6504989717	24.853960904	6.26924060456024E-05	6.26924060456024E-05	2.3728693477
Rhbdl2	-3.4346578596	-23.607187604	7.44761108241384E-05	7.44761108241384E-05	2.1559983451
Hsd17b4	0.5787372849	22.5869322756	8.63374550252092E-05	8.63374550252092E-05	1.9694545836
Bend6	-3.2660036036	-22.4541567708	8.80566415211411E-05	8.80566415211411E-05	1.9445367591
Acat1	1.0073403559	22.3800004411	8.90361529927997E-05	8.90361529927997E-05	1.9305534255
Tp53i3	0.938722149	22.347797331	8.94659120800521E-05	8.94659120800521E-05	1.9244660816
Mospd4	-3.1306413593	-21.5288440384	0.0001013596	0.0001013596	1.7665354601
Tacc3	-0.6560191465	-20.9287639994	0.0001114025	0.0001114025	1.6468301503
Krt23	5.5973068732	20.7832666314	0.0001140297	0.0001140297	1.6172744189
Alad	-0.3025066735	-20.2673120419	0.0001240193	0.0001240193	1.5107273487
Casr	-3.3053016491	-19.5235911065	0.0001405095	0.0001405095	1.3521579659
Slc18a2	-0.9569746949	-19.3526563842	0.0001446953	0.0001446953	1.3148416568
Crispld1	-5.157952215	-19.1549327776	0.0001497408	0.0001497408	1.2712560434
Acadvl	0.6421657276	18.8169396863	0.0001589059	0.0001589059	1.1956789522
Slc25a42	0.8924907738	18.2914556199	0.0001746515	0.0001746515	1.0753962447
Dyrk2	-0.5808486898	-17.8513992399	0.0001894246	0.0001894246	0.9719435464
Klf16	2.2005909355	17.6504554975	0.0001967091	0.0001967091	0.9238434965
Hsdl2	1.8487668218	17.6240910684	0.0001976915	0.0001976915	0.9174916394
Dram1	1.3754693714	17.5818844741	0.0001992777	0.0001992777	0.9073030191
Cdc42bpa	1.823261512	17.4505746615	0.0002043189	0.0002043189	0.8754465113
Noxo1	3.2976201094	17.0866629335	0.0002191805	0.0002191805	0.785881063
Tmem178b	-6.7110712445	-16.9039343121	0.000227172	0.000227172	0.74018167
Gnai1	1.0529892293	16.6271383965	0.0002400109	0.0002400109	0.6700026505
Nufip1	0.4950432842	16.5525566655	0.0002436301	0.0002436301	0.6508926049
Adtrp	0.6146350995	16.4387621448	0.0002492896	0.0002492896	0.621568111
Col27a1	-1.9517790115	-16.3498272664	0.0002538316	0.0002538316	0.5985079266
Cpt2	1.3040838843	16.3011778347	0.0002563616	0.0002563616	0.5858402643
Pdk4	2.590159927	16.0868738416	0.0002679031	0.0002679031	0.5295842206
Ccdc104	0.5035632994	16.0159667253	0.0002718695	0.0002718695	0.5108055643
Rmnd1	0.2857172762	15.8853993346	0.0002793743	0.0002793743	0.4760084711
Msh5	-3.8535082295	-15.6287417124	0.0002949257	0.0002949257	0.4067674167
Plcl2	-0.3151360443	-15.3962606582	0.0003099924	0.0003099924	0.3430632525
Acox1	2.0118350785	15.3369618072	0.0003139941	0.0003139941	0.3266609463
Nabp2	0.3338980067	15.3305086497	0.0003144336	0.0003144336	0.3248721706
Scg3	3.3316124131	15.2109281968	0.0003227239	0.0003227239	0.2915889884
Dffa	0.7745739066	14.9012979075	0.0003455445	0.0003455445	0.2041855539
Dcaf12	4.9917730533	14.8300980625	0.0003510851	0.0003510851	0.1838322024
Pmm1	0.9103857963	14.520549849	0.0003765548	0.0003765548	0.0942035074
Hmgcl	0.7892605506	14.5171189761	0.0003768503	0.0003768503	0.0931995459
Ptgr1	0.6856210974	14.4312754406	0.0003843419	0.0003843419	0.0680028264
Metap1d	0.7177988638	14.2929942117	0.0003968198	0.0003968198	0.0271013905
Gpd1l	1.2613108643	14.2541390842	0.0004004199	0.0004004199	0.0155382793
Serpind1	-0.4667119979	-14.1633701981	0.0004089963	0.0004089963	-0.0115958515
Ric8a	0.7485599826	14.0358264296	0.0004214533	0.0004214533	-0.0500146866
Flii	0.3025354969	13.9101461439	0.0004342125	0.0004342125	-0.0882103437
Acsl1	0.9184773813	13.8846465213	0.000436862	0.000436862	-0.0960014398
Art2b	1.6405852344	13.8065734875	0.0004451051	0.0004451051	-0.1199435901
Tex36	3.6252082286	13.703625915	0.0004562847	0.0004562847	-0.1517183214
Rbbp8	0.5790704837	13.6877833292	0.0004580372	0.0004580372	-0.1566289636
Akap8	0.3221145845	13.6544405123	0.0004617542	0.0004617542	-0.166982341
Dennd6a	0.6592417147	13.6474323702	0.0004625404	0.0004625404	-0.1691616205
Colq	6.2885847997	13.6469023403	0.0004625999	0.0004625999	-0.1693264855
Suclg1	0.6313597828	13.5628043924	0.0004721725	0.0004721725	-0.1955650382
Ost4	0.3541428191	13.5596397776	0.0004725376	0.0004725376	-0.1965555154
Pex16	0.7236293854	13.5472156606	0.0004739749	0.0004739749	-0.2004462751
Aldh3a2	0.740342613	13.527432589	0.0004762752	0.0004762752	-0.206648817
LOC498265	1.6662382424	13.1399514452	0.0005243886	0.0005243886	-0.3299630131
Pld1	-0.9115327172	-13.1222909133	0.0005267282	0.0005267282	-0.3356679513
Ndufab1	0.342031836	13.1158047466	0.0005275908	0.0005275908	-0.3377650853
Calm2	0.6444437146	13.107275381	0.000528728	0.000528728	-0.3405243801
RGD1311899	0.1997014334	13.0675254686	0.0005340695	0.0005340695	-0.3534069029
Axin1	-0.4112887684	-12.905989408	0.0005565083	0.0005565083	-0.406156326
Serhl2	0.8281827414	12.8804846616	0.0005601619	0.0005601619	-0.4145438001
Ppp1r21	-0.4273636974	-12.866320784	0.0005622042	0.0005622042	-0.4192087314
G6pc3	0.8475078383	12.8617801052	0.000562861	0.000562861	-0.4207052841
Gja4	-0.6320263402	-12.8433158721	0.000565542	0.000565542	-0.4267961906
Emg1	-2.6290945505	-12.7742678229	0.0005757151	0.0005757151	-0.4496494814
Abcc3	3.1911030211	12.7631025632	0.0005773823	0.0005773823	-0.4533562398
Rita1	1.2302147669	12.6730037154	0.0005910667	0.0005910667	-0.4833844503
Slc35d2	1.3351844122	12.6355179514	0.0005968835	0.0005968835	-0.4959390915
Abcd3	1.750069504	12.5758227847	0.0006063004	0.0006063004	-0.516007164
Elovl5	-0.2589155712	-12.5652791754	0.0006079835	0.0006079835	-0.5195613101
Pm20d1	-0.462221397	-12.5559358712	0.0006094801	0.0006094801	-0.5227132733
Bmp7	1.8935025463	12.5342478474	0.0006129724	0.0006129724	-0.5300385396
Hsd17b10	0.5570569092	12.4535982405	0.0006261882	0.0006261882	-0.5573871223
Flot2	0.742205136	12.4209064886	0.0006316501	0.0006316501	-0.568522132
Cacna2d4	1.2539059082	12.4101356951	0.0006334631	0.0006334631	-0.5721969732
Maoa	0.4149408137	12.3620450288	0.0006416405	0.0006416405	-0.5886427488
Per3	4.5890513742	12.2913650068	0.0006539082	0.0006539082	-0.6129267091
Angptl2	-0.6644018289	-12.2895732986	0.0006542231	0.0006542231	-0.6135440587
Col26a1	4.1588283989	12.2738131934	0.0006570015	0.0006570015	-0.6189781177
Gpd1	1.3926018251	12.2661679278	0.0006583548	0.0006583548	-0.6216166346
Tp53i13	0.8573282171	12.1910984798	0.0006718363	0.0006718363	-0.647609577
Cnpy2	0.7017215894	12.0712288427	0.0006941119	0.0006941119	-0.6894383932
Metap1	0.3513151124	12.0324443234	0.0007015232	0.0007015232	-0.7030586138
Slc25a38	-0.6109474828	-12.0194085762	0.0007040372	0.0007040372	-0.7076460181
H2afv	-1.9998320022	-11.9813732581	0.0007114391	0.0007114391	-0.721058609
Dbp	5.3073100243	11.9149754787	0.0007246032	0.0007246032	-0.7445719139
Upp1	0.6676054392	11.8847824794	0.0007306933	0.0007306933	-0.7553060718
Cd276	1.444099314	11.8807313284	0.0007315155	0.0007315155	-0.7567483364
Pet100	0.2244964979	11.8203856756	0.0007439052	0.0007439052	-0.7782887052
Dcun1d1	0.1164581236	11.79480466	0.0007492391	0.0007492391	-0.7874519511
Etv6	-1.6199509251	-11.7834772064	0.0007516168	0.0007516168	-0.7915156387
Ppp2r2c	2.5343705662	11.7786502889	0.0007526329	0.0007526329	-0.793248427
Slc25a20	0.9924424851	11.7638208727	0.0007557659	0.0007557659	-0.7985762526
Arl8a	0.6735446746	11.7596238814	0.0007566556	0.0007566556	-0.8000853013
Ppm1b	-0.2408093354	-11.7439983686	0.0007599801	0.0007599801	-0.8057081089
Esr1	-2.2262509517	-11.7242067048	0.000764218	0.000764218	-0.81284048
Nudt18	0.4173707522	11.6882328384	0.0007719996	0.0007719996	-0.8258342982
Emp2	-0.6444232237	-11.6507933145	0.0007802071	0.0007802071	-0.8393985798
Mpc1	-0.7938162238	-11.6367266561	0.0007833199	0.0007833199	-0.8445057831
Fus	0.2963469495	11.6285256668	0.0007851422	0.0007851422	-0.8474860785
Acot7	0.8771523787	11.5606844675	0.0008004281	0.0008004281	-0.8722180778
Man1a2	-0.7284600223	-11.5564656221	0.0008013913	0.0008013913	-0.8737607071
Mmd2	-3.9479970945	-11.5367915899	0.000805903	0.000805903	-0.8809617333
Ier2	-1.1984436047	-11.5334379768	0.0008066753	0.0008066753	-0.8821903926
Anapc2	0.5149615587	11.5084745802	0.0008124545	0.0008124545	-0.8913470388
Fcrl2	4.2009165744	11.4968917835	0.0008151541	0.0008151541	-0.8956021444
Mipep	0.3655076907	11.4506036428	0.000826059	0.000826059	-0.9126480814
Klf12	-0.8422523735	-11.4422492125	0.0008280473	0.0008280473	-0.9157317279
Mlycd	0.5617512721	11.4072143238	0.0008364527	0.0008364527	-0.9286868644
Atp5c1	0.169504746	11.3750894513	0.000844257	0.000844257	-0.9405996412
Ech1	2.4821683161	11.3522917276	0.0008498525	0.0008498525	-0.9490733104
Pon1	-0.6179116609	-11.2638080333	0.0008720291	0.0008720291	-0.9821174986
Sdc2	-0.4044950841	-11.2452265504	0.0008767808	0.0008767808	-0.9890884327
Hspa9	0.4229597517	11.2415392519	0.0008777277	0.0008777277	-0.9904730565
Fads2	1.7848251071	11.2294519337	0.000880841	0.000880841	-0.9950150474
Slc16a2	-0.8589570046	-11.1305444551	0.0009068597	0.0009068597	-1.032358366
Pank1	1.2844691282	11.0957183995	0.0009162569	0.0009162569	-1.0455830658
Asb5	2.6456900892	11.0741485588	0.0009221402	0.0009221402	-1.0537938837
Ugcg	1.4498307738	11.0684217107	0.0009237105	0.0009237105	-1.055976453
Acad11	0.9245199777	10.9976774542	0.0009433954	0.0009433954	-1.083027553
Krt20	1.0728184615	10.9780550022	0.0009489512	0.0009489512	-1.0905602961
Eif2ak1	0.3378345324	10.9414651441	0.0009594243	0.0009594243	-1.1046410519
Atp2a2	-0.3252106387	-10.9071866806	0.0009693715	0.0009693715	-1.1178732724
Rab30	1.6363996361	10.8637208328	0.0009821772	0.0009821772	-1.1347093483
Pex19	0.7852260649	10.8391328051	0.0009895179	0.0009895179	-1.1442618331
Hectd2	-1.2089430866	-10.8014034251	0.0010009202	0.0010009202	-1.1589601062
Cmtm8	0.3835808417	10.8005041519	0.0010011941	0.0010011941	-1.1593110353
Kpna2	-0.8177674753	-10.7893406971	0.0010046015	0.0010046015	-1.1636697472
Pcdh18	-1.6724613293	-10.7777942574	0.0010081416	0.0010081416	-1.1681825285
Cpped1	0.2716344597	10.7193433897	0.0010263115	0.0010263115	-1.1910984024
Srpk1	0.352361865	10.6525789449	0.0010475862	0.0010475862	-1.2174200156
Arhgap1	0.3400372189	10.6408861829	0.0010513706	0.0010513706	-1.2220460267
Coro2a	4.1948448273	10.6287341418	0.0010553222	0.0010553222	-1.2268588817
Lias	0.4939982219	10.6100267661	0.0010614432	0.0010614432	-1.2342782615
Vnn1	2.9095397412	10.5936007424	0.0010668555	0.0010668555	-1.2408031404
Eci1	2.98183434	10.5884199851	0.0010685699	0.0010685699	-1.242863083
Mbl2	-1.0110967817	-10.55006471	0.0010813737	0.0010813737	-1.2581436225
Tmem47	-0.4838309964	-10.5485996427	0.0010818667	0.0010818667	-1.2587283463
Prim2	-2.2654888211	-10.4751836334	0.0011069464	0.0011069464	-1.2881289027
Ift52	0.5603454307	10.4738742057	0.0011074005	0.0011074005	-1.2886550609
Rnf186	5.2985200935	10.4606601263	0.0011119964	0.0011119964	-1.2939682869
Cnn3	0.2752724695	10.4471734246	0.0011167126	0.0011167126	-1.2993977183
Fgf2	2.2201010251	10.4252917342	0.0011244194	0.0011244194	-1.3082209725
Acaa2	1.5899089413	10.4174095158	0.0011272123	0.0011272123	-1.3114035977
Catsper2	0.8708603926	10.3855755502	0.0011385837	0.0011385837	-1.3242806191
Cep104	0.8901589078	10.3775609071	0.0011414699	0.0011414699	-1.3275284984
Cidea	3.0765420414	10.3720636366	0.001143455	0.001143455	-1.3297576079
Man2b2	0.4720628819	10.3222196997	0.0011616589	0.0011616589	-1.3500203882
Cyp1a2	-1.4582205398	-10.3076111617	0.001167065	0.001167065	-1.3559767223
Map4k4	-0.2833308473	-10.3003689552	0.001169757	0.001169757	-1.358932556
Tmem69	0.5255200667	10.25880238	0.0011853642	0.0011853642	-1.3759357713
Kcnq3	-4.6962626471	-10.2336130201	0.001194953	0.001194953	-1.3862715542
Sdf2l1	-0.9923914941	-10.227937071	0.0011971274	0.0011971274	-1.3886038589
Cry1	-3.1952493152	-10.2164363721	0.001201549	0.001201549	-1.3933333762
Raly	-0.3894475966	-10.1975015365	0.0012088747	0.0012088747	-1.4011310933
Chac2	-0.3635609502	-10.1839528437	0.0012141519	0.0012141519	-1.4067191227
Kdm8	0.6648277107	10.0706684655	0.0012594605	0.0012594605	-1.4537196492
Tram1	-0.5414916018	-10.0406273022	0.0012718401	0.0012718401	-1.4662673404
Adck3	-0.8588338697	-10.0183336642	0.0012811286	0.0012811286	-1.4756019848
Ptcd1	0.3856655386	9.9791713223	0.0012976582	0.0012976582	-1.4920474121
Sdr42e1	1.2443333255	9.9675002474	0.0013026374	0.0013026374	-1.4969602349
Baat	-0.3690771247	-9.9498222906	0.0013102264	0.0013102264	-1.5044119499
Pdia3	-0.5799543857	-9.9357156468	0.0013163232	0.0013163232	-1.5103672366
Pvrl3	-0.7605087752	-9.9200231757	0.0013231484	0.0013231484	-1.5170013832
Creb3l3	0.6606429647	9.8960315542	0.0013336716	0.0013336716	-1.5271632454
Tmsb10	1.3425642605	9.8391012025	0.0013590779	0.0013590779	-1.5513698868
Pef1	0.5714382285	9.786369852	0.0013831695	0.0013831695	-1.5739091709
Ifi44	0.5728853014	9.78412547	0.001384207	0.001384207	-1.5748710368
Idh3B	0.2359446312	9.7776572291	0.0013872029	0.0013872029	-1.5776442677
Dap3	0.4658222906	9.7427041906	0.0014035373	0.0014035373	-1.5926601819
Ehhadh	4.2777046084	9.7271520597	0.0014108849	0.0014108849	-1.5993577202
Ctps2	1.2497068281	9.7145184302	0.0014168902	0.0014168902	-1.6048058228
Ndufa10	0.2770160272	9.7010099135	0.0014233478	0.0014233478	-1.6106385871
Caprin1	0.5366343576	9.6586397213	0.0014438503	0.0014438503	-1.6289830321
Faah	-0.2835173689	-9.6534988491	0.0014463637	0.0014463637	-1.6312139483
Pdk2	0.7308566186	9.6444646537	0.0014507943	0.0014507943	-1.6351371041
Atp6v1g1	0.4456178636	9.64348213	0.0014512772	0.0014512772	-1.6355639792
Pex14	0.4095527089	9.6008004145	0.0014724568	0.0014724568	-1.6541473634
Myo1c	0.8558457708	9.5771637943	0.0014843573	0.0014843573	-1.6644720142
Utp23	0.8430285407	9.5636922481	0.0014911953	0.0014911953	-1.6703671884
Mir31	-0.5436188144	-9.5535321627	0.0014963794	0.0014963794	-1.6748184165
Acsl4	1.0056985225	9.5344452652	0.0015061813	0.0015061813	-1.6831925826
Rassf7	0.4510543808	9.5175833621	0.0015149094	0.0015149094	-1.6906036445
Nnmt	0.6891599472	9.5132584414	0.0015171586	0.0015171586	-1.692506496
Reep5	0.5417312511	9.4380604894	0.0015569626	0.0015569626	-1.7257218329
Tollip	0.4069688739	9.3730846134	0.0015924455	0.0015924455	-1.7546221436
Arrdc1	0.6444160553	9.3030661011	0.0016318572	0.0016318572	-1.7859757761
Ntmt1	0.5941980538	9.2964502906	0.0016356458	0.0016356458	-1.788949662
Abhd2	-1.7813743826	-9.2632112388	0.0016548526	0.0016548526	-1.8039209761
Ergic2	0.4111116967	9.2577441168	0.0016580394	0.0016580394	-1.806388241
Ndor1	0.7374291494	9.2555108887	0.0016593435	0.0016593435	-1.8073964686
Dpep2	1.3228293447	9.239247666	0.0016688802	0.0016688802	-1.8147456199
Ppard	-2.7945226662	-9.236470322	0.0016705158	0.0016705158	-1.8160018737
Get4	0.7370214058	9.2113847002	0.0016853835	0.0016853835	-1.8273646385
Ifngr2	0.4295869483	9.2034918838	0.0016900966	0.0016900966	-1.8309457295
Kif18a	-1.674021521	-9.1940589802	0.0016957517	0.0016957517	-1.835229338
Notum	-2.1924752126	-9.1748332625	0.0017073533	0.0017073533	-1.8439726888
Arl6ip1	-0.5205789756	-9.1698703898	0.0017103646	0.0017103646	-1.8462324443
Scd1	3.4805613863	9.1621110708	0.0017150866	0.0017150866	-1.8497677956
Serpinf2	-0.4926987823	-9.1462386843	0.0017247981	0.0017247981	-1.8570083688
Cgrrf1	-0.3379176607	-9.1093416613	0.0017476489	0.0017476489	-1.8738851404
Crebl2	0.4965131973	9.0991358927	0.0017540382	0.0017540382	-1.8785645093
Sgms1	0.789650831	9.0982172618	0.0017546148	0.0017546148	-1.8789859432
Med9	0.6023303877	9.062759407	0.0017770578	0.0017770578	-1.8952830111
Prpf6	0.3044744153	9.0569277489	0.0017807842	0.0017807842	-1.8979690206
Mtl5	-1.7848800632	-9.0505353773	0.0017848806	0.0017848806	-1.900915137
Ndufaf1	0.154393319	9.0373805723	0.0017933486	0.0017933486	-1.9069840123
Iba57	0.5675672902	9.0070303839	0.001813084	0.001813084	-1.9210172198
Lgals2	3.281191713	9.0036059508	0.0018153283	0.0018153283	-1.9226033522
Apoa4	-4.3265355022	-8.9918381194	0.001823068	0.001823068	-1.9280582605
Aco1	0.9200618429	8.9722833761	0.0018360232	0.0018360232	-1.9371374152
Sh3yl1	0.8248485571	8.9682730749	0.0018386947	0.0018386947	-1.9390016435
Polr3gl	0.8396309755	8.96785184	0.0018389756	0.0018389756	-1.9391975036
LOC100302372	-0.8290252711	-8.9659406128	0.0018402508	0.0018402508	-1.9400862674
Zmynd12	2.3914047588	8.9541597137	0.0018481364	0.0018481364	-1.9455685348
Nob1	0.6105611884	8.9504402073	0.0018506351	0.0018506351	-1.9473008048
Hars	0.9677521146	8.9348079628	0.0018611842	0.0018611842	-1.95458845
Scin	1.7310683	8.9036649773	0.0018824322	0.0018824322	-1.9691423925
Decr2	0.9685683526	8.898332117	0.001886102	0.001886102	-1.9716393086
Rnf208	3.2036157635	8.8877562909	0.0018934069	0.0018934069	-1.9765951542
Spata21	-4.0518641244	-8.8692721744	0.0019062618	0.0019062618	-1.9852699635
Hadhb	1.3530987185	8.8645018118	0.0019095977	0.0019095977	-1.9875114671
Nsa2	0.5957153301	8.8637129285	0.00191015	0.00191015	-1.9878822561
L3mbtl2	0.4202568413	8.80727864	0.0019502047	0.0019502047	-2.0144869152
Prkrir	0.313709377	8.777108512	0.001972062	0.001972062	-2.0287746701
Aco2	0.9854173096	8.7437748105	0.0019965792	0.0019965792	-2.0446134685
Ahcyl2	0.4639762427	8.7235242474	0.0020116655	0.0020116655	-2.0542629469
Psmb7	0.6773101768	8.7181581798	0.0020156876	0.0020156876	-2.0568233658
Etfa	0.5187024598	8.7144842339	0.0020184474	0.0020184474	-2.0585772277
Ranbp2	0.5342835442	8.6875574935	0.0020388235	0.0020388235	-2.0714523291
Thnsl1	1.2561542447	8.6549519632	0.0020638525	0.0020638525	-2.0870921099
E4f1	0.3260403099	8.6146630518	0.0020953283	0.0020953283	-2.1064925126
Lama5	0.7260881869	8.5788611931	0.0021238188	0.0021238188	-2.1238024817
Olr59	-1.1190068883	-8.5731448548	0.0021284138	0.0021284138	-2.1265724462
Rem2	0.8740956592	8.5491518428	0.0021478404	0.0021478404	-2.1382172908
LOC500684	0.2148957091	8.5185273299	0.002172969	0.002172969	-2.1531244106
Tom1l2	0.6862676176	8.5041177331	0.0021849235	0.0021849235	-2.1601556234
Catsperg1	1.2350716215	8.4907183541	0.0021961159	0.0021961159	-2.1667037207
Dio1	-1.1160172151	-8.4901953733	0.0021965543	0.0021965543	-2.1669594867
RGD1306502	0.3735593082	8.4865078791	0.0021996481	0.0021996481	-2.1687632825
Me1	3.1472354318	8.4705969198	0.0022130622	0.0022130622	-2.1765546363
Mmp7	3.0260244752	8.4254349222	0.0022517144	0.0022517144	-2.1987431385
Hat1	0.4094808074	8.4199760972	0.002256445	0.002256445	-2.2014324921
Rrp15	0.738609499	8.4126808554	0.0022627871	0.0022627871	-2.2050290735
Parvb	2.5013895553	8.410044984	0.0022650842	0.0022650842	-2.2063292707
Mettl7b	1.1016150928	8.401088526	0.0022729119	0.0022729119	-2.2107500175
Elovl6	3.7652550999	8.3768200035	0.0022942978	0.0022942978	-2.2227502553
Trim45	2.0974187135	8.3539090597	0.0023147254	0.0023147254	-2.2341084443
Rps6ka3	0.5381690607	8.3445583076	0.0023231298	0.0023231298	-2.2387523086
Itga5	-1.2320632828	-8.3390469751	0.0023281017	0.0023281017	-2.2414916321
Rfwd2	0.3905647858	8.3332817401	0.0023333173	0.0023333173	-2.2443589266
Plcg1	0.2457821087	8.2897195916	0.0023732165	0.0023732165	-2.2660830306
Sdhc	0.2886509702	8.2880596354	0.0023747542	0.0023747542	-2.2669128995
Spsb4	4.2322245926	8.281356782	0.0023809763	0.0023809763	-2.2702654302
Cox5a	0.221528844	8.2749320554	0.0023869599	0.0023869599	-2.2734811786
Ltn1	0.3471275381	8.261727491	0.0023993186	0.0023993186	-2.2800975825
Cacng4	2.9575212823	8.2471642578	0.0024130446	0.0024130446	-2.2874059775
Thrsp	2.2089163493	8.2431829591	0.0024168146	0.0024168146	-2.2894059975
Kcna7	-3.432376229	-8.2373002905	0.0024223989	0.0024223989	-2.2923627914
Dgat1	0.2645412647	8.2341450011	0.002425401	0.002425401	-2.293949522
Dusp13	1.5307205569	8.224705948	0.0024344103	0.0024344103	-2.2986995426
Pomp	0.3625603909	8.2201430047	0.0024387809	0.0024387809	-2.3009975383
Nudt7	0.9587790015	8.2192074081	0.0024396784	0.0024396784	-2.3014688685
Asf1b	-1.172878765	-8.2176932862	0.0024411316	0.0024411316	-2.3022317488
Afg3l1	0.3909706117	8.2146784382	0.0024440285	0.0024440285	-2.3037511419
Adgrg2	3.2535209607	8.1979717459	0.002460162	0.002460162	-2.3121800395
Rhog	0.4068462365	8.1904709598	0.00246745	0.00246745	-2.3159694464
Esf1	0.6826545012	8.1896551112	0.0024682444	0.0024682444	-2.3163818048
Cpeb1	-4.4974618865	-8.187926001	0.0024699291	0.0024699291	-2.3172558814
Slc4a4	1.1398495845	8.1876363367	0.0024702114	0.0024702114	-2.317402325
Raver2	-4.2601166251	-8.1776913222	0.0024799311	0.0024799311	-2.3224330248
Srms	-2.9022796502	-8.1752028898	0.0024823709	0.0024823709	-2.3236926736
Hsd17b13	0.3686559687	8.171462744	0.0024860436	0.0024860436	-2.3255865989
Masp1	-0.9423928533	-8.1594535878	0.0024978838	0.0024978838	-2.3316731054
Idh2	-0.4157934969	-8.1267179122	0.0025305289	0.0025305289	-2.3483057759
Mir145	-1.9420444141	-8.1073292676	0.0025501227	0.0025501227	-2.358185717
