gene_short_name	logFC	t	P.Value	adj.P.Val	B	FC
Il12a	3.2294147941	72.3793395231	1.648273687089e-06	1.648273687089e-06	5.8325792331	9.37887443349603
Pdhx	0.645109219	47.8520147839	6.6613244345996e-06	6.6613244345996e-06	5.0164984249	1.56385767337383
L3mbtl2	0.4643817093	47.7945200721	6.68839725178247e-06	6.68839725178247e-06	5.0135894643	1.37972592242385
Sik1	-1.5401708136	-47.7434320266	6.71257306616662e-06	6.71257306616662e-06	5.0109991014	-2.90828935270675
Cml2	-0.3971789381	-45.5785905049	7.85007170659614e-06	7.85007170659614e-06	4.8962483217	-1.31693025136801
Eif2ak1	0.3230211088	45.462762345	7.91774129519183e-06	7.91774129519183e-06	4.8898232782	1.25094738322251
Cyp4a1	4.2024491145	42.9172818782	9.61624033649259e-06	9.61624033649259e-06	4.7406821014	18.4104006044365
Oscar	1.7342534079	42.104027215	1.02571517513504e-05	1.02571517513504e-05	4.6896329007	3.32707273908272
Mgat5b	5.6463816012	39.5781326677	1.2636627867753e-05	1.2636627867753e-05	4.5194393751	50.0876007398412
Fbxw5	4.4371995098	38.3853886291	1.401e-05	1.401e-05	4.4324327916	21.6635761061751
Lias	0.4561802297	32.6442742118	2.41862727044198e-05	2.41862727044198e-05	3.9423408944	1.3719046640478
Atp6v1f	0.3220304891	31.1962457201	2.81803793005651e-05	2.81803793005651e-05	3.7967625217	1.25008872097316
Ppp1r3c	-2.0976326729	-28.0003027261	4.05506572061853e-05	4.05506572061853e-05	3.4367267974	-4.28006490017512
Efcab3	-4.4567340568	-27.7983153833	4.1550949712964e-05	4.1550949712964e-05	3.4119816063	-21.9589026716156
Aldh3a1	-4.4548862838	-27.7869266063	4.16082966988571e-05	4.16082966988571e-05	3.4105787803	-21.9307961809391
Insig2	-2.2955126031	-25.9299450579	5.25118688504027e-05	5.25118688504027e-05	3.1704426945	-4.90928391385622
Ptgr1	0.6590398971	25.1734505377	5.80108313767121e-05	5.80108313767121e-05	3.065696234	1.57903144022077
Tnfsf9	-4.021399226	-25.111250784	5.84954959089474e-05	5.84954959089474e-05	3.0568937045	-16.2390938442325
Klf16	2.3183645769	25.018529481	5.92277646408451e-05	5.92277646408451e-05	3.0437168795	4.98766502799455
Zfp354c	-1.9818476853	-24.2896255177	6.5418921403845e-05	6.5418921403845e-05	2.9377907688	-3.9499863980085
Slc25a25	-2.4564768318	-23.6590504642	7.1467e-05	7.1467e-05	2.8426767041	-5.48874696570571
Thra	-2.0346647438	-23.4225046796	7.39218609914577e-05	7.39218609914577e-05	2.8061295522	-4.09727504897457
Hsdl2	1.885199417	23.331895581	7.48911013490879e-05	7.48911013490879e-05	2.7920015782	3.69403981750723
Rita1	1.1860304162	23.0238016856	7.83124098691852e-05	7.83124098691852e-05	2.7434210335	2.27525842429263
Faah	-0.3204730901	-22.2635730812	8.76642649674214e-05	8.76642649674214e-05	2.6198497427	-1.24873996991485
Rhbdl2	-3.5239460883	-22.0439543053	9.06325084563542e-05	9.06325084563542e-05	2.5831367343	-11.5030623997631
ERCC-00075	-1.9020143136	-21.3945787753	0.0001002057	0.0001002057	2.4717962003	-3.73734646717568
Hes6	1.2321298389	21.2095182485	0.0001031715	0.0001031715	2.4392802982	2.34913534914628
Ifngr2	0.453456598	21.118379167	0.0001046739	0.0001046739	2.4231352209	1.36931711916949
Pex19	0.860988109	20.5189450085	0.0001152955	0.0001152955	2.3147267113	1.8162818651991
Ndufaf1	0.2509586288	20.3577723094	0.0001183872	0.0001183872	2.2849040394	1.18999757105358
RGD1563072	1.7491807719	20.1617578981	0.0001222935	0.0001222935	2.2482380475	3.36167620572566
Tom1l2	0.6519134319	19.9406242914	0.0001269029	0.0001269029	2.2063417929	1.57125074849391
Hspb2	1.4658933575	19.1451685499	0.0001454661	0.0001454661	2.0507948606	2.76234469912605
Nceh1	2.5937875157	19.1314478828	0.0001458161	0.0001458161	2.0480432403	6.0368146890683
Ssr4	-0.2416044724	-19.0626561635	0.0001475878	0.0001475878	2.0342112874	-1.18230681594108
Ccdc71	0.3053450546	18.7186071692	0.0001568786	0.0001568786	1.9641181228	1.23571415201673
Aldh1a1	1.6475591892	18.4909579633	0.0001634452	0.0001634452	1.9168827798	3.13303131395748
Tgds	0.4361913755	18.3507280542	0.0001676678	0.0001676678	1.887438753	1.35302770014937
Spata21	-3.6874274049	-17.7950008508	0.0001858591	0.0001858591	1.7680658293	-12.8832743646556
Rbm20	-0.9437749705	-17.7219549473	0.0001884368	0.0001884368	1.752047689	-1.92355485260629
Pld1	-0.8326245247	-17.701385099	0.000189171	0.000189171	1.7475229146	-1.78092223870205
Tagln2	0.3080955708	17.4075267727	0.0002000757	0.0002000757	1.6821997714	1.23807230376333
Stk19	0.6726625709	17.3594963338	0.0002019348	0.0002019348	1.6713999719	1.59401208913235
Catsper2	0.8695633303	17.1018785527	0.0002122964	0.0002122964	1.6128719616	1.82710979379435
Ppic	-0.4213488995	-17.0130747684	0.0002160272	0.0002160272	1.592458243	-1.33917908315488
Dffa	0.6961399639	16.9914729296	0.0002169475	0.0002169475	1.587473803	1.62016412080602
Anapc2	0.5092429146	16.7860360581	0.0002259585	0.0002259585	1.5397005083	1.42330309052947
Pou4f2	7.7877286908	16.6847250024	0.0002305806	0.0002305806	1.5158913333	220.973367453073
Pcdh18	-1.6035505351	-16.4476006417	0.000241887	0.000241887	1.4595065606	-3.03890280933593
Esr1	-2.234638384	-16.4234216175	0.0002430798	0.0002430798	1.4537046343	-4.70644711540628
Myo1c	0.8340408251	16.3026831213	0.0002491513	0.0002491513	1.4245851192	1.78267143676526
Ndufa10	0.3097329794	15.7136520293	0.0002817562	0.0002817562	1.2789008779	1.23947827039752
Ier2	-1.1235192164	-15.6185628952	0.0002875272	0.0002875272	1.2548014003	-2.17877801738107
Crispld1	-5.2433033896	-15.4514905763	0.0002980423	0.0002980423	1.2120540844	-37.8783974448826
Armc7	-1.1462638413	-15.3945542781	0.000301739	0.000301739	1.1973670735	-2.21339945755407
Cdkl2	2.6733422753	15.3770748686	0.0003028858	0.0003028858	1.1928458949	6.37905304502524
Pank1	1.2756864339	15.1758697223	0.0003165012	0.0003165012	1.1403829024	2.42113988211058
Map3k13	1.2786715768	15.1334624281	0.0003194713	0.0003194713	1.1292258699	2.42615475413652
Zfp93	1.2648866786	14.7985557088	0.0003442409	0.0003442409	1.0398676048	2.40308333326787
Aldh3a2	0.717511299	14.7050463167	0.0003515972	0.0003515972	1.0145149322	1.64434303548484
Zbtb7b	-0.4297577693	-14.6692141053	0.0003544699	0.0003544699	1.0047524417	-1.34700739328006
Acsl1	0.8813392586	14.6135007321	0.0003589969	0.0003589969	0.9895206463	1.84208452097122
Slc16a2	-0.8682240401	-14.5656648714	0.0003629437	0.0003629437	0.9763910704	-1.82541442872878
Tmem14c	1.1680109908	14.4614821249	0.0003717354	0.0003717354	0.9476299258	2.24701692431686
Pdk4	2.653344381	14.4611424873	0.0003717645	0.0003717645	0.9475357896	6.29123991913739
H2afv	-1.8956089039	-14.3296987838	0.0003832547	0.0003832547	0.9109194957	-3.72078983573658
Sesn2	-1.3932107726	-14.2715159831	0.0003884872	0.0003884872	0.8945930531	-2.62662596350332
Pon3	-0.688612486	-14.1130835431	0.0004032112	0.0004032112	0.8497620394	-1.61173268661112
Dmrta1	8.2160563603	14.0168517563	0.0004125076	0.0004125076	0.8222611	297.357851722874
Man1a2	-0.7141842815	-13.9380609494	0.0004203263	0.0004203263	0.7995899458	-1.64055536404087
Cmpk1	-0.427813833	-13.9063993049	0.0004235221	0.0004235221	0.7904401469	-1.34519361201619
Dyrk2	-0.5937397648	-13.8546314449	0.0004288153	0.0004288153	0.7754307605	-1.50915372086434
Fcrl2	4.3495900607	13.6393847642	0.0004517632	0.0004517632	0.7123601796	20.3871762331407
Hsd17b4	0.5534879918	13.5815196773	0.0004582015	0.0004582015	0.6952199686	1.46762968616598
Kdm8	0.8254852818	13.5152311536	0.0004657235	0.0004657235	0.6754869345	1.77213103270964
Cox7a2l	0.2311765913	13.4826491014	0.0004694792	0.0004694792	0.6657492614	1.17379184602585
Ppp1ca	0.2384819916	13.4811638997	0.0004696513	0.0004696513	0.6653047772	1.17975067064972
Bub1	-1.1323877173	-13.2997458868	0.0004913046	0.0004913046	0.6106084465	-2.19221260024877
Rdh14	0.4954818696	13.1958528921	0.0005042872	0.0005042872	0.578921246	1.40979155613276
Derl1	0.1200672808	13.1858484199	0.0005055606	0.0005055606	0.5758557108	1.08678554412806
Afg3l1	0.3776291256	13.1807284236	0.0005062139	0.0005062139	0.5742858902	1.29920503217731
Abcc3	3.1195449801	13.15475161	0.0005095455	0.0005095455	0.5663111174	8.69113732002268
Qtrt1	1.0845644089	13.1427809495	0.0005110902	0.0005110902	0.5626304666	2.12073507518742
Fam53a	-0.3898603282	-13.1270148823	0.000513134	0.000513134	0.5577773233	-1.3102665467327
Slmo2	0.3794905127	12.9880460079	0.0005316136	0.0005316136	0.5147266758	1.3008823681136
Acat1	0.872268325	12.9846781396	0.000532072	0.000532072	0.5136772268	1.83053876415357
Mpc2	0.3517717064	12.963555075	0.0005349589	0.0005349589	0.5070884823	1.276126817184
Apoa4	-4.1208860275	-12.9549161129	0.0005361454	0.0005361454	0.504390484	-17.3984397275699
Ddx17	-0.7967594075	-12.9375553429	0.0005385402	0.0005385402	0.4989627771	-1.73719464111926
Acox1	2.0005712515	12.9306996945	0.0005394896	0.0005394896	0.4968172629	4.00158415907866
Pgr	4.9160493674	12.8790211512	0.0005467167	0.0005467167	0.4806048529	30.1910571149589
Morc1	4.9105469134	12.864084287	0.0005488289	0.0005488289	0.4759059358	30.0761274176882
Apcs	-1.2602496398	-12.7958587848	0.0005586114	0.0005586114	0.4543687362	-2.39537186163571
Etv6	-1.6249676697	-12.7895201678	0.0005595317	0.0005595317	0.4523615538	-3.08435253076131
Pls3	-0.1337130123	-12.7318436033	0.0005679959	0.0005679959	0.4340487668	-1.09711367284602
Slc25a42	0.9116887502	12.6508082785	0.0005801696	0.0005801696	0.4081692934	1.88124630755065
Uqcrc2	0.2284613105	12.6487631686	0.0005804811	0.0005804811	0.4075138825	1.17158474266731
Igfbp7	-0.33516996	-12.5893179119	0.0005896326	0.0005896326	0.3884135743	-1.26152601704491
Coa5	0.3776811146	12.563745098	0.0005936268	0.0005936268	0.3801672503	1.2992518512108
Asah2	0.8725441985	12.3188637056	0.0006337023	0.0006337023	0.300287398	1.83088883496378
Slc35d2	1.3660453041	12.2385406015	0.0006476049	0.0006476049	0.2737193893	2.5776302034975
Clock	-0.4709355516	-12.1618840588	0.0006612421	0.0006612421	0.2481918654	-1.38600796820519
Polr3gl	0.9249152822	12.1420321819	0.000664834	0.000664834	0.241553291	1.89857275082037
Sdk2	-1.1811209528	-12.0815986455	0.0006759249	0.0006759249	0.2212733807	-2.26752892288717
Acaa2	1.5479965627	12.0466353203	0.0006824506	0.0006824506	0.2094917883	2.92410792994437
Srms	-3.0883097443	-12.0287435881	0.0006858214	0.0006858214	0.2034488923	-8.50499120676606
Maoa	0.3788036895	11.9751405875	0.0006960498	0.0006960498	0.1852878842	1.30026320500504
Adamts9	-0.90686124	-11.9441773356	0.0007020479	0.0007020479	0.1747584133	-1.87496184834325
Acadvl	0.6219605373	11.921003484	0.0007065808	0.0007065808	0.1668590747	1.53896512356534
Nif3l1	0.8180873721	11.920721856	0.0007066361	0.0007066361	0.1667629763	1.76306708696487
Lgals2	3.1354121827	11.8483090324	0.0007210473	0.0007210473	0.1419746388	8.78725269858118
Sdf2l1	-1.0300016849	-11.8444467673	0.0007218265	0.0007218265	0.1406480542	-2.04202663626259
Tprkb	0.5797206929	11.7874828676	0.0007334469	0.0007334469	0.1210297291	1.49455987244453
Pm20d1	-0.492337747	-11.7568464101	0.0007397965	0.0007397965	0.1104375076	-1.40672248689083
Acaa1b	5.8994676809	11.7490538113	0.0007414228	0.0007414228	0.107738699	59.6920824795456
Npr3	-1.2991337089	-11.7403989881	0.0007432345	0.0007432345	0.1047390836	-2.46081074674367
Rbbp8	0.5339538852	11.7248957523	0.0007464942	0.0007464942	0.0993601449	1.44789189072599
Slc25a1	0.5963856132	11.6265341252	0.0007676107	0.0007676107	0.0650590992	1.51192399149138
Fads2	1.8032232819	11.5815200482	0.0007775315	0.0007775315	0.049260591	3.48999091747772
Nr2c2ap	0.3865640379	11.5035883065	0.0007951017	0.0007951017	0.0217573395	1.30727624839267
Cdca8	-0.5461542977	-11.470045866	0.0008028217	0.0008028217	0.009860046	-1.46018817091165
Kpna2	-0.8378218342	-11.3964601726	0.0008200996	0.0008200996	-0.0163673612	-1.78734958212894
Arsg	0.8873289337	11.3752223698	0.0008251753	0.0008251753	-0.0239696037	1.84974824976718
Arntl2	-2.5452335617	-11.3663575046	0.0008273059	0.0008273059	-0.0271472057	-5.83702627202984
Ctps2	1.2011975876	11.3646939188	0.0008277065	0.0008277065	-0.0277438025	2.29930458102533
Nubpl	0.1580616874	11.3288314503	0.0008364041	0.0008364041	-0.0406268736	1.11578703062603
Ahdc1	-1.0103331206	-11.305405776	0.0008421491	0.0008421491	-0.0490650227	-2.01437616910865
Caprin1	0.5078700751	11.2781942038	0.0008488867	0.0008488867	-0.0588896268	1.42194934821737
Tram1	-0.5598850588	-11.2773606643	0.0008490941	0.0008490941	-0.0591909589	-1.4741517652184
Erp44	-0.3436953834	-11.2449348301	0.0008572164	0.0008572164	-0.070931096	-1.26900291520463
Zfp455	0.6222800408	11.236604154	0.0008593192	0.0008593192	-0.0739529592	1.53930598506457
Klf12	-0.8289985533	-11.1952217892	0.0008698644	0.0008698644	-0.0889983394	-1.77645181030063
Dnajc3	-0.6489103903	-11.1899559552	0.0008712183	0.0008712183	-0.090916954	-1.56798351342011
RGD1565784	0.2649742678	11.1840090916	0.0008727504	0.0008727504	-0.0930848232	1.20161461709482
Ugcg	1.459927384	11.1594707807	0.0008791094	0.0008791094	-0.1020426109	2.75094516788796
Aco1	0.8887526662	11.144315217	0.0008830667	0.0008830667	-0.1075853494	1.85157458625466
Dpp6	-1.8329808688	-11.1284019671	0.0008872467	0.0008872467	-0.1134135593	-3.56272435776155
RGD1312005	4.2429328124	11.0480105178	0.0009087577	0.0009087577	-0.1429886579	18.9343345385927
Fbxo3	1.3219780645	10.9481953685	0.0009364115	0.0009364115	-0.1800190045	2.50008659223989
Cd276	1.3699659872	10.9296732565	0.0009416619	0.0009416619	-0.1869286256	2.58464472529204
Terc	-1.7153888758	-10.8828101959	0.0009551165	0.0009551165	-0.2044645195	-3.28385147209293
Adtrp	0.5965916072	10.8717198227	0.0009583368	0.0009583368	-0.2086257986	1.51213988570173
Tmem47	-0.5408704216	-10.8615318104	0.0009613075	0.0009613075	-0.2124523315	-1.45485000764492
Steap2	1.3065937123	10.8400806003	0.0009676012	0.0009676012	-0.2205212576	2.47356825997552
Clk1	0.6288500708	10.8186543646	0.0009739407	0.0009739407	-0.2285971202	1.54633196709964
Snapin	0.2680420772	10.8163205786	0.0009746345	0.0009746345	-0.2294777465	1.20417250124421
Uqcc1	0.4691837302	10.8060850096	0.0009776846	0.0009776846	-0.2333423131	1.38432600160809
Serpind1	-0.5070907662	-10.7943556456	0.0009811951	0.0009811951	-0.2377754862	-1.42118145305566
Hspb11	0.6488797028	10.7605895343	0.000991392	0.000991392	-0.2505651057	1.56795016126948
Cyp1a2	-1.4934069088	-10.7564370887	0.0009926554	0.0009926554	-0.2521407621	-2.81553075261008
Elovl6	4.2915422934	10.7450400591	0.0009961337	0.0009961337	-0.2564685897	19.5831683751478
Pde1b	4.1277571144	10.7335638793	0.000999652	0.000999652	-0.2608312127	17.4815004716494
Acot7	0.8940856438	10.7289088127	0.0010010838	0.0010010838	-0.2626021751	1.85843166871606
Acbd4	-0.6536051942	-10.6862651169	0.001014323	0.001014323	-0.2788620295	-1.5730943411176
Sec61b	-0.1641101562	-10.669727736	0.0010195179	0.0010195179	-0.2851854768	-1.12047476417302
Crebl2	0.5225796808	10.6084506801	0.0010390686	0.0010390686	-0.3087035459	1.43652159496228
Zmiz2	-0.7156087144	-10.602083054	0.0010411279	0.0010411279	-0.3111553642	-1.64217595258414
Cpt2	1.2702303687	10.548466444	0.0010586774	0.0010586774	-0.3318597471	2.41200077150506
Colq	5.455926886	10.5474911267	0.0010590002	0.0010590002	-0.3322373621	43.8932407233897
Ptk6	-2.7006968348	-10.474347359	0.0010835708	0.0010835708	-0.360658083	-6.50115853120025
Galnt14	-3.7084011288	-10.4462502414	0.0010932044	0.0010932044	-0.3716290762	-13.0719378910937
Abcd3	1.7028596685	10.4247039542	0.0011006668	0.0011006668	-0.3800624758	3.25545606542027
Ift52	0.5249620919	10.419860577	0.0011023533	0.0011023533	-0.3819606464	1.43889577124329
Nrg1	0.4731963406	10.4148489644	0.0011041019	0.0011041019	-0.3839256917	1.38818162787044
Tex36	3.7935517518	10.4060399673	0.0011071841	0.0011071841	-0.3873820081	13.866691938264
Arl8a	0.6642800506	10.3872851103	0.0011137833	0.0011137833	-0.3947505841	1.58477722305897
Krt23	5.0884348695	10.3836861261	0.0011150555	0.0011150555	-0.3961661256	34.0229155126785
Thnsl1	1.2956828817	10.3790009545	0.0011167144	0.0011167144	-0.3980096275	2.45493169082983
Angptl3	-0.6227973781	-10.3772377615	0.0011173395	0.0011173395	-0.3987036195	-1.53985806514864
Tefm	0.6131850049	10.3548714584	0.0011253086	0.0011253086	-0.4075173593	1.52963241867534
Lztr1	0.3514542597	10.3345529332	0.0011326116	0.0011326116	-0.4155408555	1.27584605259419
Dram1	1.1611590345	10.3261075638	0.0011356651	0.0011356651	-0.4188805057	2.23637021308365
Mpc1	-0.8108322442	-10.3060967137	0.0011429425	0.0011429425	-0.4268046617	-1.75422310549077
Ccdc25	0.3241534612	10.3033656693	0.0011439404	0.0011439404	-0.4278873417	1.25192962082527
Vps37c	0.530135266	10.2910114252	0.0011484685	0.0011484685	-0.432788614	1.44406458358275
Pef1	0.5643161985	10.2708560547	0.0011559055	0.0011559055	-0.4407975802	1.47868648258086
Gpalpp1	0.3077221264	10.2615019261	0.0011593781	0.0011593781	-0.4445199422	1.23775186782888
Col14a1	-0.6763617561	-10.2390384862	0.0011677724	0.0011677724	-0.4534729996	-1.59810450771966
Rnf186	5.4587005439	10.2344017159	0.0011695149	0.0011695149	-0.4553235039	43.9777089830894
Slc18a2	-0.8768872283	-10.1916976067	0.0011857213	0.0011857213	-0.472406282	-1.83640877171821
Fus	0.2537192269	10.190235873	0.0011862811	0.0011862811	-0.4729922905	1.19227681231503
Ywhaq	0.5147891978	10.1535594426	0.0012004402	0.0012004402	-0.4877236357	1.42878535472888
Neil2	3.14162767	10.1394283936	0.0012059536	0.0012059536	-0.4934137715	8.82519202535459
Hadha	1.047112982	10.1376040325	0.0012066678	0.0012066678	-0.4941489668	2.06639059459831
Kif18a	-1.3625486991	-10.1215875932	0.0012129612	0.0012129612	-0.500609116	-2.57139046395192
Flna	-0.3430228482	-10.0952263806	0.0012234117	0.0012234117	-0.5112641942	-1.26841148720933
Chaf1b	-1.8514868182	-10.053979851	0.0012399971	0.0012399971	-0.5279920769	-3.60871902220516
Mir145	-1.9409174448	-10.0535096616	0.0012401878	0.0012401878	-0.5281831633	-3.83949733068175
Pdk2	0.7227506635	10.0406869701	0.0012454039	0.0012454039	-0.5333978056	1.65032557173767
Ech1	2.4520647157	10.0225029982	0.0012528494	0.0012528494	-0.5408042066	5.47198666977405
Fis1	-0.3158468922	-10.0182103429	0.0012546154	0.0012546154	-0.5425545884	-1.24474212857055
Metap1d	0.7596332606	10.0118654706	0.0012572316	0.0012572316	-0.5451431647	1.69306018670081
Per3	3.4978988283	9.9971130286	0.0012633416	0.0012633416	-0.5511682199	11.2972429669126
ERCC-00051	0.7282848205	9.9835096961	0.0012690097	0.0012690097	-0.5567318709	1.65666835403844
Sbds	0.6935078086	9.958996504	0.0012793065	0.0012793065	-0.5667767706	1.61721087318844
Acat2	3.9477431241	9.9520227879	0.0012822554	0.0012822554	-0.5696389524	15.4308232073631
Gpx4	0.573900386	9.9325471473	0.0012905376	0.0012905376	-0.5776428742	1.48854247198308
Cops4	0.2358159548	9.9229031311	0.0012946642	0.0012946642	-0.5816121016	1.17757255659696
Slc25a20	0.9793581143	9.9208687784	0.0012955369	0.0012955369	-0.5824498816	1.97158801238602
Agtr1a	-1.1962726709	-9.8875636732	0.0013099321	0.0013099321	-0.5961899617	-2.29146884508826
Slc38a8	-3.3409326745	-9.861884122	0.0013211722	0.0013211722	-0.6068157354	-10.1326011659176
Asb3	0.2742249622	9.8400381191	0.0013308323	0.0013308323	-0.6158770336	1.20934423649395
Zfp691	0.8681660816	9.8262365722	0.0013369821	0.0013369821	-0.6216120074	1.82534109642081
Impa2	1.0593232229	9.8178299194	0.001340746	0.001340746	-0.6251091756	2.08395369687633
Phkg2	0.2927600153	9.8167332232	0.001341238	0.001341238	-0.6255656217	1.22498154574576
Capns2	3.0355902979	9.7840259454	0.0013560194	0.0013560194	-0.6392018555	8.19980895907072
Rab17	0.3553591343	9.7587676082	0.0013675781	0.0013675781	-0.6497636348	1.27930400253351
Prkcdbp	0.8892760155	9.7572060942	0.0013682968	0.0013682968	-0.6504174761	1.85224638176055
Eif2b1	0.5600615481	9.7060994839	0.0013920912	0.0013920912	-0.6718746857	1.47433211374684
Atxn10	0.4663038653	9.6823314108	0.0014033388	0.0014033388	-0.6818920901	1.3815654074716
Mreg	-1.0472761252	-9.6724820358	0.001408034	0.001408034	-0.6860504224	-2.06662427990687
Hadhb	1.3058935088	9.6517882606	0.0014179648	0.0014179648	-0.6948009068	2.47236801954786
Arl6ip4	0.3925924962	9.6320803958	0.0014275065	0.0014275065	-0.7031518387	1.31275027346448
Scd1	3.4638808506	9.6285763683	0.0014292116	0.0014292116	-0.7046383978	11.0339760621904
Abhd6	1.0446458579	9.6128713223	0.0014368864	0.0014368864	-0.7113077582	2.06285992086261
Hmgcl	0.7909588741	9.6096693112	0.0014384577	0.0014384577	-0.7126688628	1.73022405817808
P2rx4	0.8138735219	9.6072695263	0.0014396367	0.0014396367	-0.7136892537	1.7579250014072
Sox17	0.4362741161	9.595793824	0.0014452922	0.0014452922	-0.7185722324	1.35310530042584
Gpd1	1.3657338664	9.5687807528	0.001458718	0.001458718	-0.7300893546	2.5770738249438
Eci1	3.0137394541	9.496684109	0.0014953457	0.0014953457	-0.7609864725	8.07655165083649
Cpeb1	-4.583501194	-9.4843573423	0.0015017262	0.0015017262	-0.7662923581	-23.9757026922477
Pex14	0.4115345847	9.4812739901	0.0015033277	0.0015033277	-0.7676206107	1.33009987990607
Aig1	3.3836524573	9.4588483394	0.0015150417	0.0015150417	-0.7772940449	10.4371249935749
Tnni3	1.8679479804	9.4503312853	0.0015195214	0.0015195214	-0.7809738661	3.65013033817871
Cox7a2	0.3273160748	9.4119836399	0.0015399034	0.0015399034	-0.7975827736	1.25467705703665
Commd5	0.4608490612	9.400832906	0.001545896	0.001545896	-0.8024248526	1.37635159629489
Adgrg2	3.2235613414	9.3990879894	0.0015468365	0.0015468365	-0.8031830755	9.3408985784268
Aqp7	2.2538813143	9.3974655344	0.0015477116	0.0015477116	-0.8038882094	4.7696430905836
Arglu1	-0.1579854971	-9.385574176	0.0015541451	0.0015541451	-0.8090599726	-1.11572810625086
Tmem120a	0.7364902683	9.3838975422	0.001555055	0.001555055	-0.8097896903	1.66611763914255
Tmem189	0.2478580011	9.3516944027	0.0015726645	0.0015726645	-0.8238303936	1.18744278491499
Thrsp	2.246072455	9.3127454469	0.0015943073	0.0015943073	-0.84087609	4.74389623951842
Scnn1a	1.5116217301	9.2922181852	0.001605868	0.001605868	-0.8498879413	2.8513037342386
Phb	0.4771488712	9.2917413938	0.0016061378	0.0016061378	-0.8500974943	1.39199002338719
Vwa5a	0.450014171	9.2612752123	0.0016234994	0.0016234994	-0.8635095565	1.36605367487188
Map1lc3a	0.7565506085	9.254315275	0.0016274995	0.0016274995	-0.8665796003	1.68944643366437
Sorl1	1.0415046884	9.2418618779	0.0016346884	0.0016346884	-0.8720784869	2.05837335689952
Abhd2	-1.7909274851	-9.2374811941	0.001637227	0.001637227	-0.8740145398	-3.46037282752433
Nol12	0.6377975925	9.2301423407	0.0016414912	0.0016414912	-0.877259984	1.55595204054494
Esrp2	0.3316370155	9.2161392549	0.0016496672	0.0016496672	-0.8834595716	1.25844050792028
Dbi	0.9640863321	9.2141927491	0.0016508079	0.0016508079	-0.8843220803	1.9508276587511
Trmt1l	0.3940893406	9.2138150982	0.0016510293	0.0016510293	-0.8844894404	1.31411300263462
Nt5dc3	0.9698686525	9.2014800005	0.0016582826	0.0016582826	-0.8899595783	1.95866226427512
Stat5b	-0.7901621115	-9.1365691146	0.0016971348	0.0016971348	-0.9188640528	-1.72926876466558
Cwf19l2	-0.2668991597	-9.1314215762	0.0017002657	0.0017002657	-0.9211648282	-1.20321892146314
Prpf4	0.264106508	9.1277814506	0.0017024843	0.0017024843	-0.9227926077	1.20089208093512
Pdia3	-0.5771942185	-9.1188988648	0.0017079136	0.0017079136	-0.9267673625	-1.49194486178242
